task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	46/cf09c1	15867008	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-11 11:01:01.314	59.4s	7.7s	29.3%	1.7 GB	2.1 GB	19.7 MB	721.2 KB
3	a3/7a4f5b	15867026	preprocessing (preprocessing)	COMPLETED	0	2026-06-11 11:02:01.546	11m 9s	10m 8s	1232.6%	15.3 GB	65.4 GB	104.9 GB	57 GB
2	b6/65a8bc	15867025	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-11 11:02:01.386	13m 4s	12m 49s	1308.7%	11.2 GB	49.3 GB	197.2 GB	774.8 MB
4	24/379cea	15867446	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-11 11:13:10.895	39m 5s	37m 59s	324.5%	63.7 GB	84.3 GB	448 MB	3.1 GB
5	b4/7f1d47	15868933	postprocessing (postprocessing)	COMPLETED	0	2026-06-11 11:52:16.002	37m 25s	36m 28s	913.8%	194 GB	286.7 GB	10.3 GB	12.9 GB
6	23/79ec3d	15870230	curation (curation)	COMPLETED	0	2026-06-11 12:29:41.023	2m 10s	1m 36s	48.5%	9.4 GB	10.6 GB	1.9 GB	307.2 KB
7	3d/c3010e	15870358	visualization (visualization)	COMPLETED	0	2026-06-11 12:31:51.016	18m 5s	16m 43s	67.6%	15.2 GB	53 GB	6.6 GB	562.1 MB
8	aa/d9f095	15870965	results_collector (result-collector)	COMPLETED	0	2026-06-11 12:49:56.103	3m 5s	1m 57s	40.4%	1.8 GB	2.8 GB	2.4 GB	2.6 GB
9	53/7f693b	15871070	quality_control (quality-control)	COMPLETED	0	2026-06-11 12:53:01.176	3m 5s	1m 59s	57.8%	3.3 GB	6 GB	2.5 GB	11.8 MB
10	5b/f8efa8	15871071	nwb_units (nwb-units)	COMPLETED	0	2026-06-11 12:53:01.296	3m 5s	2m 9s	80.4%	4.4 GB	5.2 GB	279.2 MB	949.4 MB
11	ea/591348	15871248	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-11 12:56:06.103	1m 35s	2.7s	29.1%	50.4 MB	370.9 MB	16.6 MB	8.7 MB
