task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	1f/beae59	18223150	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-17 23:18:14.923	3m 9s	5.5s	44.9%	2.4 GB	3.9 GB	19.6 MB	779 KB
3	5f/e5d59c	18223547	preprocessing (preprocessing)	COMPLETED	0	2026-07-17 23:21:24.595	4m 15s	1m 13s	53.4%	1.6 GB	1.8 GB	3.7 GB	1.4 MB
4	1a/7656bf	18223929	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-17 23:25:39.329	1m 20s	4.2s	83.9%	93.1 MB	1.3 GB	20.8 MB	243.4 KB
5	f7/7bbd9e	18223972	postprocessing (postprocessing)	COMPLETED	0	2026-07-17 23:26:59.295	29.8s	4.3s	12.3%	80 MB	283.4 MB	18.6 MB	382.5 KB
6	08/dbb418	18224027	curation (curation)	COMPLETED	0	2026-07-17 23:27:29.310	3m 5s	4.6s	29.2%	178 MB	606.3 MB	29.6 MB	305.1 KB
7	a6/00f250	18224341	visualization (visualization)	COMPLETED	0	2026-07-17 23:30:34.367	4m	58.5s	58.3%	6.8 GB	23.7 GB	2.2 GB	9.7 MB
8	86/cfd758	18224602	results_collector (result-collector)	COMPLETED	0	2026-07-17 23:34:34.329	2m 15s	4.5s	27.9%	139.5 MB	475.7 MB	27.5 MB	2.5 MB
9	6f/3f0046	18224764	quality_control (quality-control)	COMPLETED	0	2026-07-17 23:36:49.460	3m 50s	38.4s	68.4%	2.2 GB	4.6 GB	1.5 GB	6.3 MB
10	7b/64458e	18224959	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-17 23:40:39.363	2m 40s	934ms	84.7%	6.3 MB	12.8 MB	11 MB	3 MB
2	62/4fbd89	18223548	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-17 23:21:24.716	23m 19s	20m 29s	1366.3%	12.7 GB	50.8 GB	760 GB	2.7 GB
11	a5/cd9971	18225332	nwb_units (nwb-units)	COMPLETED	0	2026-07-17 23:44:44.373	1m 35s	8.8s	30.0%	180.3 MB	586.4 MB	895.1 MB	865.3 MB
