task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	b9/d9f8c6	16174508	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-21 03:46:28.494	1m 9s	3.3s	36.5%	57.9 MB	377.1 MB	19.8 MB	920.2 KB
2	c3/5a7bf3	16174531	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-21 03:47:38.073	3m 35s	2m 49s	1105.5%	15.1 GB	53.3 GB	79.6 GB	453.9 MB
3	4f/e27071	16174533	preprocessing (preprocessing)	COMPLETED	0	2026-06-21 03:47:38.156	9m 40s	5m 32s	539.6%	48 GB	98.7 GB	80.6 GB	46.9 GB
4	aa/b50019	16174868	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-21 03:57:17.909	14m 35s	8m 27s	354.0%	18.3 GB	45.7 GB	87.3 MB	83.4 MB
5	71/2fa23c	16175589	postprocessing (postprocessing)	COMPLETED	0	2026-06-21 04:11:52.888	5m 5s	3m 58s	893.3%	72.3 GB	127.8 GB	1.4 GB	1.7 GB
6	87/cb1bf1	16175828	curation (curation)	COMPLETED	0	2026-06-21 04:16:57.872	34.9s	16.8s	52.9%	3.2 GB	4.3 GB	356.3 MB	290 KB
7	f5/e76adf	16175848	visualization (visualization)	COMPLETED	0	2026-06-21 04:17:32.882	5m 10s	4m 8s	61.8%	5.1 GB	30.2 GB	7 GB	148.9 MB
8	17/862bee	16176090	results_collector (result-collector)	COMPLETED	0	2026-06-21 04:22:42.916	1m 35s	18s	34.6%	252.9 MB	905.6 MB	300.9 MB	249.3 MB
9	98/10e640	16176220	nwb_units (nwb-units)	COMPLETED	0	2026-06-21 04:24:17.970	1m 5s	20.9s	59.9%	917.8 MB	1.7 GB	198.1 MB	283.7 MB
10	14/bbc625	16176221	quality_control (quality-control)	FAILED	1	2026-06-21 04:24:18.077	2m 5s	1m 30s	-	-	-	-	-
