task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	41/a74aa5	17193114	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-05 05:16:02.117	1m 9s	6.6s	21.4%	71 MB	401.8 MB	20 MB	1.1 MB
3	2a/08415a	17193145	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-05 05:17:11.687	4m 4s	3m 3s	1218.5%	16 GB	54.1 GB	91.3 GB	510 MB
2	d9/7c6299	17193144	preprocessing (preprocessing)	COMPLETED	0	2026-07-05 05:17:11.586	7m 4s	6m 36s	392.2%	107.9 GB	158.8 GB	137 GB	100.5 GB
4	3b/76f27a	17193340	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-05 05:24:16.226	14m 5s	13m 20s	532.3%	23.1 GB	50.7 GB	101.6 MB	202.5 MB
5	15/eb8117	17193672	postprocessing (postprocessing)	COMPLETED	0	2026-07-05 05:38:21.267	8m 5s	7m 8s	800.5%	161.5 GB	233.7 GB	2.1 GB	2.9 GB
6	6c/d04a79	17193966	curation (curation)	COMPLETED	0	2026-07-05 05:46:26.288	3m 5s	1m 54s	12.2%	5.8 GB	7.1 GB	537.9 MB	317.1 KB
7	a3/64d1f1	17194196	visualization (visualization)	COMPLETED	0	2026-07-05 05:49:31.317	4m 10s	3m 43s	68.2%	8 GB	45.5 GB	7.5 GB	181.4 MB
8	36/6ee88b	17194316	results_collector (result-collector)	COMPLETED	0	2026-07-05 05:53:41.340	1m 35s	28.2s	18.5%	303.1 MB	970.4 MB	487.5 MB	436.6 MB
9	79/a16a9b	17194419	nwb_units (nwb-units)	COMPLETED	0	2026-07-05 05:55:16.357	2m 5s	47.8s	44.7%	1.8 GB	2.7 GB	235.4 MB	528.5 MB
10	04/80605e	17194420	quality_control (quality-control)	COMPLETED	0	2026-07-05 05:55:16.479	2m 45s	2m 15s	55.7%	1.7 GB	4.6 GB	4.2 GB	7.2 MB
11	61/1e1669	17194627	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-05 05:58:01.326	39.9s	1.4s	44.7%	50.4 MB	370.9 MB	11.9 MB	4 MB
