task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	9c/6342d9	18038992	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-16 03:44:45.149	9m 23s	4m 35s	0.6%	83.3 MB	1.5 GB	19.8 MB	975.6 KB
3	1f/b59c0e	18039323	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-16 03:54:30.263	1h 20s	55m 21s	19.1%	14.9 GB	53 GB	20.8 GB	162.9 MB
2	71/ac43b8	18039287	preprocessing (preprocessing)	COMPLETED	0	2026-07-16 03:54:27.527	3h 3m 5s	2h 58m 10s	6.7%	62.4 GB	115.6 GB	60.8 GB	51.1 GB
4	c1/21b7ef	18045315	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-16 06:57:40.072	4h 54m 23s	4h 52m 45s	1.8%	8.6 GB	41.7 GB	86.3 MB	55.3 MB
5	e2/6e3e84	18060325	postprocessing (postprocessing)	COMPLETED	0	2026-07-16 11:52:25.608	1h 46m 15s	1h 42m 12s	22.1%	71.1 GB	115.3 GB	429.2 MB	536.1 MB
6	8b/4c7c4d	18066796	curation (curation)	COMPLETED	0	2026-07-16 13:38:40.780	18m 30s	4m 25s	2.4%	1.4 GB	2.5 GB	224.2 MB	316.8 KB
7	f6/8c1efb	18068424	visualization (visualization)	COMPLETED	0	2026-07-16 13:57:10.915	17m 10s	15m 5s	13.5%	3.4 GB	28.3 GB	5.5 GB	131.9 MB
8	42/ace64a	18069249	results_collector (result-collector)	COMPLETED	0	2026-07-16 14:14:20.733	6m 45s	5m 30s	1.5%	244.4 MB	895.4 MB	120.6 MB	64.8 MB
9	2b/388e35	18069615	nwb_units (nwb-units)	COMPLETED	0	2026-07-16 14:21:05.854	6m 45s	3m 4s	5.7%	838.8 MB	1.5 GB	113.9 MB	191.3 MB
10	b0/9af2a9	18069616	quality_control (quality-control)	FAILED	1	2026-07-16 14:21:05.994	34m 41s	10m 40s	-	-	-	-	-
