task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	09/1daa52	17260218	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-05 22:15:57.044	1m 9s	1.8s	61.4%	69.8 MB	394.9 MB	19.4 MB	607 KB
3	43/00885c	17260268	preprocessing (preprocessing)	COMPLETED	0	2026-07-05 22:17:06.751	1m 5s	14.5s	22.1%	239.1 MB	434.5 MB	492 MB	775.8 KB
2	de/56c55b	17260267	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-05 22:17:06.665	2m 5s	1m 31s	1387.3%	7.8 GB	45.8 GB	9 GB	120.2 MB
4	88/c86dc1	17260315	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-05 22:18:11.495	3m 5s	1.7s	208.4%	92.9 MB	1.3 GB	20.8 MB	243.4 KB
5	e8/9841c7	17260454	postprocessing (postprocessing)	COMPLETED	0	2026-07-05 22:21:16.370	34.9s	1.5s	35.3%	98.9 MB	283.4 MB	18.5 MB	375.5 KB
6	06/92dec9	17260486	curation (curation)	COMPLETED	0	2026-07-05 22:21:51.376	1m 30s	3.7s	26.3%	172.3 MB	599.2 MB	29.6 MB	305.1 KB
7	db/3542c3	17260547	visualization (visualization)	COMPLETED	0	2026-07-05 22:23:21.463	1m 5s	38.5s	37.9%	2.5 GB	15.2 GB	498.2 MB	3.2 MB
8	ce/e9811a	17260605	results_collector (result-collector)	COMPLETED	0	2026-07-05 22:24:26.378	34.9s	1.9s	77.9%	92.7 MB	427.9 MB	26.3 MB	1.4 MB
9	4c/b140f5	17260654	quality_control (quality-control)	COMPLETED	0	2026-07-05 22:25:01.587	1m 20s	8.6s	78.6%	883.5 MB	3.2 GB	446.3 MB	3.9 MB
10	18/4144d7	17260653	nwb_units (nwb-units)	COMPLETED	0	2026-07-05 22:25:01.461	1m 20s	3.5s	47.0%	175.5 MB	579.7 MB	74.3 MB	44.7 MB
11	5d/9b8591	17260701	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-05 22:26:21.456	34.8s	1.1s	69.4%	50.7 MB	370.9 MB	8.6 MB	699 KB
