task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	10/6021a7	17256699	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-05 21:16:14.600	34.4s	2.5s	67.7%	83.3 MB	408.8 MB	19.4 MB	607 KB
2	82/989ef2	17256722	preprocessing (preprocessing)	COMPLETED	0	2026-07-05 21:16:49.272	1m 35s	15.6s	17.4%	235.3 MB	431.2 MB	328.8 MB	729.3 KB
3	28/8e8951	17256723	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-05 21:16:49.476	1m 35s	38.1s	1040.9%	7.2 GB	45.3 GB	2 GB	25.4 MB
4	c9/721fec	17256822	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-05 21:18:24.204	1m 10s	5.6s	62.2%	142.2 MB	1.3 GB	20.7 MB	243.4 KB
5	0f/e4b515	17256890	postprocessing (postprocessing)	COMPLETED	0	2026-07-05 21:19:34.187	34.8s	1.7s	38.5%	86.3 MB	283.4 MB	18.5 MB	375.5 KB
6	85/f833e5	17256908	curation (curation)	COMPLETED	0	2026-07-05 21:20:09.130	1m 10s	4.5s	36.5%	174.9 MB	602.6 MB	29.6 MB	305.1 KB
7	6a/b7bd66	17257006	visualization (visualization)	COMPLETED	0	2026-07-05 21:21:19.107	2m 5s	44.6s	39.7%	1.2 GB	23.9 GB	431.6 MB	3.2 MB
8	7f/0b5412	17257147	results_collector (result-collector)	COMPLETED	0	2026-07-05 21:23:25.260	33.7s	2s	84.8%	81.5 MB	412 MB	26.2 MB	1.4 MB
10	ce/ec1ba2	17257167	nwb_units (nwb-units)	COMPLETED	0	2026-07-05 21:23:59.295	49.8s	2.9s	65.7%	171.4 MB	571.2 MB	38.6 MB	8.4 MB
9	c4/49dc41	17257166	quality_control (quality-control)	COMPLETED	0	2026-07-05 21:23:59.195	1m 35s	9.5s	78.7%	422.1 MB	2.8 GB	396.6 MB	3.9 MB
11	ea/96258b	17257305	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-05 21:25:34.131	14.9s	1.3s	76.5%	50.5 MB	370.9 MB	8.6 MB	672.4 KB
