task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	41/16014a	18479559	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-21 20:02:07.982	6m 34s	3.1s	42.5%	51.6 MB	369 MB	19.9 MB	1 MB
3	32/d47ea2	18479871	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-21 20:08:42.792	24m 35s	1m 51s	1190.7%	13.3 GB	51.4 GB	48.6 GB	376.3 MB
2	34/b21b08	18479870	preprocessing (preprocessing)	COMPLETED	0	2026-07-21 20:08:42.704	2h 43m 45s	4m 12s	685.1%	42.7 GB	93.5 GB	56.8 GB	39.6 GB
4	96/621fb8	18490567	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-21 22:52:27.690	6m 5s	4m 34s	158.8%	15.3 GB	37.1 GB	80.1 MB	41.2 MB
5	4a/130f48	18491338	postprocessing (postprocessing)	COMPLETED	0	2026-07-21 22:58:32.763	4m 5s	1m 53s	578.4%	46.9 GB	94.4 GB	722.4 MB	767.4 MB
6	7e/692e98	18491746	curation (curation)	COMPLETED	0	2026-07-21 23:02:37.693	1m 10s	13.7s	43.0%	1.5 GB	2.7 GB	231.4 MB	315.5 KB
7	7f/6b9a02	18492080	visualization (visualization)	COMPLETED	0	2026-07-21 23:03:47.783	5m 5s	2m 3s	74.8%	3.1 GB	40.6 GB	4.3 GB	100.3 MB
8	f6/9a0af3	18492423	results_collector (result-collector)	COMPLETED	0	2026-07-21 23:08:52.775	2m 5s	33.2s	13.9%	231.4 MB	902.2 MB	151.7 MB	100.4 MB
9	9c/4000aa	18492544	nwb_units (nwb-units)	COMPLETED	0	2026-07-21 23:10:57.793	2m 35s	11.9s	48.5%	516.7 MB	1.4 GB	148.4 MB	154.5 MB
10	c9/6d2449	18492545	quality_control (quality-control)	COMPLETED	0	2026-07-21 23:10:57.886	4m 10s	1m 2s	78.6%	804.4 MB	3.7 GB	2.7 GB	6.7 MB
11	da/da904f	18493051	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-21 23:15:07.722	1m 35s	835ms	94.5%	6.4 MB	12.8 MB	11.4 MB	3.4 MB
