task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	c4/3eb818	18303116	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-18 22:01:23.510	1m 10s	3.7s	50.2%	175 MB	548.8 MB	20.6 MB	1.8 MB
5	cb/4d81dd	18303205	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-18 22:02:33.378	3m 5s	1m 46s	938.8%	9.9 GB	48 GB	65.2 GB	141.5 MB
3	5d/4d6ecd	18303206	preprocessing (preprocessing)	COMPLETED	0	2026-07-18 22:02:33.475	3m 9s	1m 48s	234.8%	9.5 GB	59.5 GB	11.4 GB	1.8 GB
2	7b/bee5c0	18303207	preprocessing (preprocessing)	COMPLETED	0	2026-07-18 22:02:33.563	5m 4s	1m 37s	261.9%	9.7 GB	59.5 GB	11.4 GB	1.8 GB
7	6d/2eeb34	18303410	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-18 22:05:43.099	4m 5s	1m 2s	226.5%	3.1 GB	33.8 GB	72.3 MB	18.8 MB
6	fb/545a78	18303208	preprocessing (preprocessing)	COMPLETED	0	2026-07-18 22:02:33.648	8m 4s	1m 20s	322.3%	9.7 GB	59.5 GB	11.7 GB	1.8 GB
4	6d/d74dd6	18303209	preprocessing (preprocessing)	COMPLETED	0	2026-07-18 22:02:33.740	8m 4s	1m 38s	271.9%	9.5 GB	59.5 GB	11.7 GB	1.8 GB
8	d0/d6f0cb	18303454	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-18 22:07:38.125	4m 35s	36.4s	331.0%	3.1 GB	21.8 GB	72 MB	17 MB
9	ab/43ba79	18303534	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-18 22:10:38.123	4m 40s	36.5s	396.7%	3.1 GB	33.9 GB	72.5 MB	20.1 MB
10	f0/444863	18303535	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-18 22:10:38.232	7m 45s	35.6s	279.2%	3.1 GB	21.8 GB	71.7 MB	14.7 MB
11	7f/69bf40	18303915	postprocessing (postprocessing)	COMPLETED	0	2026-07-18 22:18:23.152	4m 5s	58.7s	326.2%	9.9 GB	54.2 GB	423.9 MB	540.1 MB
13	fe/0574e5	18303917	postprocessing (postprocessing)	COMPLETED	0	2026-07-18 22:18:23.355	4m 5s	56.3s	197.4%	3.2 GB	15.6 GB	356.3 MB	438.6 MB
12	ab/d57671	18303916	postprocessing (postprocessing)	COMPLETED	0	2026-07-18 22:18:23.262	4m 5s	1m 39s	665.4%	13.7 GB	58.3 GB	649.7 MB	818.3 MB
14	69/609920	18303918	postprocessing (postprocessing)	COMPLETED	0	2026-07-18 22:18:23.440	4m 5s	1m 33s	627.9%	12.2 GB	57.5 GB	601.7 MB	802.3 MB
15	7e/b411ba	18304054	curation (curation)	COMPLETED	0	2026-07-18 22:22:28.167	1m 35s	13.8s	37.0%	744.5 MB	2.3 GB	309.8 MB	314.8 KB
17	b7/952cc1	18304056	curation (curation)	COMPLETED	0	2026-07-18 22:22:28.333	2m 5s	18.3s	44.6%	887.3 MB	1.9 GB	358.4 MB	315 KB
18	ab/27f289	18304057	curation (curation)	COMPLETED	0	2026-07-18 22:22:28.415	2m 5s	18s	42.8%	915.8 MB	2.2 GB	389.8 MB	315 KB
16	a5/f4e9d0	18304055	curation (curation)	COMPLETED	0	2026-07-18 22:22:28.251	2m 10s	13.3s	41.8%	829.7 MB	2 GB	278.4 MB	314.6 KB
19	50/ce61e4	18304117	visualization (visualization)	COMPLETED	0	2026-07-18 22:24:38.162	4m 15s	1m 43s	60.3%	2.1 GB	24.3 GB	3.8 GB	42.5 MB
20	4f/671a9e	18304118	visualization (visualization)	COMPLETED	0	2026-07-18 22:24:38.270	5m 15s	2m	63.5%	1.9 GB	15.4 GB	3.6 GB	34.3 MB
22	bb/83159a	18304119	visualization (visualization)	COMPLETED	0	2026-07-18 22:24:38.370	5m 15s	2m 21s	74.2%	1.8 GB	20.2 GB	3.7 GB	31.2 MB
21	30/17c316	18304120	visualization (visualization)	COMPLETED	0	2026-07-18 22:24:38.455	5m 15s	2m 21s	70.1%	2.2 GB	15.4 GB	3.8 GB	39.7 MB
23	11/db3814	18304244	results_collector (result-collector)	COMPLETED	0	2026-07-18 22:29:53.191	1m 5s	36.7s	15.4%	235.6 MB	886.8 MB	987.5 MB	937.9 MB
27	6e/7a0e2b	18304296	quality_control (quality-control)	COMPLETED	0	2026-07-18 22:30:58.508	2m 39s	26.9s	86.5%	554.9 MB	2.9 GB	1.9 GB	5.6 MB
24	62/1bb2a4	18304294	nwb_units (nwb-units)	COMPLETED	0	2026-07-18 22:30:58.324	2m 40s	14.9s	40.6%	275.4 MB	679.1 MB	125 MB	90.3 MB
25	a4/cc0582	18304293	quality_control (quality-control)	COMPLETED	0	2026-07-18 22:30:58.227	3m 10s	31.8s	71.0%	555.3 MB	2.9 GB	1.8 GB	5.5 MB
26	ea/8b3739	18304295	quality_control (quality-control)	COMPLETED	0	2026-07-18 22:30:58.418	3m 15s	33.7s	70.3%	536.3 MB	2.9 GB	1.9 GB	5.6 MB
28	c3/a0029e	18304297	quality_control (quality-control)	COMPLETED	0	2026-07-18 22:30:58.600	3m 14s	40s	58.8%	539.4 MB	2.9 GB	1.9 GB	5.7 MB
29	c5/ead388	18304437	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-18 22:34:13.119	2m 35s	2.3s	33.7%	51 MB	370.9 MB	17 MB	9 MB
