task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	03/c8598b	17206737	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-05 09:46:54.791	1m 9s	3.4s	97.8%	7.9 GB	8.2 GB	19.4 MB	615.6 KB
2	52/47daac	17206823	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-05 09:48:04.587	5m 5s	4m 18s	1343.5%	7.2 GB	45.2 GB	117.2 GB	707.2 MB
3	e6/0f743d	17206824	preprocessing (preprocessing)	COMPLETED	0	2026-07-05 09:48:04.716	27m 14s	27m 4s	572.9%	55.9 GB	63.1 GB	55.9 GB	41.8 GB
4	7b/654b77	17208508	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-05 10:15:19.363	12m 5s	11m 51s	542.8%	47.8 GB	64 GB	233.5 MB	1.3 GB
5	26/fc7d79	17209217	postprocessing (postprocessing)	COMPLETED	0	2026-07-05 10:27:24.401	6m 10s	5m 31s	188.8%	24.8 GB	66.5 GB	893.8 MB	934.2 MB
6	bc/ea5a4f	17209657	curation (curation)	COMPLETED	0	2026-07-05 10:33:34.411	34.8s	12.4s	61.8%	849.1 MB	1.8 GB	212 MB	316.3 KB
7	b8/e75db6	17209706	visualization (visualization)	COMPLETED	0	2026-07-05 10:34:09.405	2m 5s	1m 11s	56.7%	15.2 GB	30.9 GB	1.2 GB	128.3 MB
8	61/ba5438	17209802	results_collector (result-collector)	COMPLETED	0	2026-07-05 10:36:14.406	1m 5s	24s	28.3%	724.7 MB	1.3 GB	405.7 MB	452.5 MB
9	1f/6dd0c0	17209865	nwb_units (nwb-units)	COMPLETED	0	2026-07-05 10:37:19.527	34.7s	13.6s	79.6%	807.6 MB	1.4 GB	193.8 MB	195.8 MB
10	8d/b5442d	17209866	quality_control (quality-control)	COMPLETED	0	2026-07-05 10:37:19.619	1m 10s	28.9s	52.1%	3.1 GB	5.6 GB	1.1 GB	5.7 MB
11	1f/ca9f0e	17209922	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-05 10:38:29.433	29.9s	1.9s	39.5%	50.5 MB	370.9 MB	10.4 MB	2.4 MB
