task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	d8/29add5	16169469	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-21 02:16:32.013	1m 10s	4.9s	46.0%	74.9 MB	402.3 MB	19.7 MB	869.1 KB
3	b9/db25ad	16169502	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-21 02:17:41.965	12m 5s	1m 5s	975.9%	12.7 GB	50.9 GB	19.6 GB	154.4 MB
2	91/b60edc	16169503	preprocessing (preprocessing)	COMPLETED	0	2026-06-21 02:17:42.100	18m 9s	4m 22s	331.6%	99.3 GB	150.3 GB	86.8 GB	78.3 GB
4	07/fb3658	16170240	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-21 02:35:51.686	5m 5s	3m 38s	173.0%	8.5 GB	33.6 GB	83 MB	44.2 MB
5	25/43f87c	16170523	postprocessing (postprocessing)	COMPLETED	0	2026-06-21 02:40:56.713	4m 5s	3m 10s	803.7%	100.9 GB	150.5 GB	916.4 MB	1015.7 MB
6	9e/1f517e	16170690	curation (curation)	COMPLETED	0	2026-06-21 02:45:01.691	1m 5s	20.5s	32.0%	464.9 MB	2.3 GB	270.9 MB	289 KB
7	21/5f2679	16170747	visualization (visualization)	COMPLETED	0	2026-06-21 02:46:06.709	3m 5s	2m 26s	76.2%	3.5 GB	40.6 GB	4.4 GB	118.7 MB
8	10/2a926b	16170961	results_collector (result-collector)	COMPLETED	0	2026-06-21 02:49:11.693	34.9s	18s	32.2%	239.3 MB	890.9 MB	175.5 MB	121.8 MB
9	0b/826bc5	16171040	nwb_units (nwb-units)	COMPLETED	0	2026-06-21 02:49:46.839	2m 55s	12.4s	45.2%	505.5 MB	1.1 GB	106.2 MB	103.7 MB
10	67/c7a004	16171039	quality_control (quality-control)	COMPLETED	0	2026-06-21 02:49:46.746	3m 5s	1m 18s	66.1%	798.5 MB	3.3 GB	2.7 GB	6.4 MB
11	b2/76ed78	16171232	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-21 02:52:51.674	1m 35s	1.1s	65.1%	50.4 MB	370.9 MB	11.2 MB	3.3 MB
