task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	97/f1487e	16319162	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-22 18:05:52.654	3m 18s	15.4s	14.1%	51.4 MB	369 MB	19.8 MB	929.5 KB
2	0b/9d0ce5	16319352	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-22 18:09:11.258	8m	4m 34s	342.2%	15.1 GB	53.3 GB	31.4 GB	234.9 MB
3	79/daab38	16319351	preprocessing (preprocessing)	COMPLETED	0	2026-06-22 18:09:11.160	13m 5s	10m 5s	114.9%	66.5 GB	117.2 GB	68.5 GB	56.4 GB
4	30/bbac86	16320199	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-22 18:22:16.469	34m 5s	31m 32s	29.1%	12.3 GB	45.8 GB	89.6 MB	73.7 MB
5	dd/7ce638	16322807	postprocessing (postprocessing)	COMPLETED	0	2026-06-22 18:56:21.206	11m 5s	8m 36s	101.9%	77.6 GB	127 GB	741.7 MB	944.2 MB
6	bc/3ae5af	16323318	curation (curation)	COMPLETED	0	2026-06-22 19:07:26.270	3m 10s	1m 58s	6.3%	2.5 GB	3.6 GB	267.4 MB	291.3 KB
7	b4/0f0964	16323440	visualization (visualization)	COMPLETED	0	2026-06-22 19:10:36.178	9m 5s	7m 45s	28.9%	4.3 GB	41.3 GB	5.7 GB	110.5 MB
8	f3/90ffca	16323892	results_collector (result-collector)	COMPLETED	0	2026-06-22 19:19:41.455	4m 5s	3m 18s	2.7%	249.4 MB	900.2 MB	164 MB	107.7 MB
9	16/14bf2a	16324129	nwb_units (nwb-units)	COMPLETED	0	2026-06-22 19:23:46.676	2m 29s	1m 49s	9.9%	1.1 GB	1.8 GB	133.7 MB	235 MB
10	77/af6a00	16324128	quality_control (quality-control)	COMPLETED	0	2026-06-22 19:23:46.384	5m 30s	4m 49s	22.1%	1.2 GB	4.2 GB	3.1 GB	6.5 MB
11	50/13845e	16324460	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-22 19:29:16.211	3m 35s	2.4s	33.5%	50.5 MB	370.9 MB	11.3 MB	3.3 MB
