task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	cc/9349e3	17661286	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-11 02:01:10.546	34.5s	3.1s	45.7%	53.8 MB	373.6 MB	19.9 MB	986 KB
3	4d/027a0a	17661340	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-11 02:01:45.463	4m 10s	3m 10s	1256.5%	15.8 GB	53.9 GB	64.8 GB	454.3 MB
2	3f/34a022	17661339	preprocessing (preprocessing)	COMPLETED	0	2026-07-11 02:01:45.336	6m 5s	4m 30s	599.7%	46 GB	96.7 GB	70.2 GB	50.2 GB
4	8a/86fa29	17661831	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-11 02:07:50.284	14m 5s	10m 16s	440.3%	23.4 GB	50.1 GB	95.7 MB	126.3 MB
5	48/12ef67	17662738	postprocessing (postprocessing)	COMPLETED	0	2026-07-11 02:21:55.192	5m 5s	3m 40s	626.1%	57.5 GB	111.6 GB	1.4 GB	1.6 GB
6	fc/14389a	17663099	curation (curation)	COMPLETED	0	2026-07-11 02:27:00.196	2m 35s	13.6s	52.0%	1.7 GB	3 GB	359.3 MB	316.3 KB
7	b0/3d99b7	17663296	visualization (visualization)	COMPLETED	0	2026-07-11 02:29:35.251	6m 20s	2m 40s	77.5%	5 GB	42.2 GB	6.2 GB	158.3 MB
8	c5/ea3b8d	17663789	results_collector (result-collector)	COMPLETED	0	2026-07-11 02:35:55.362	1m 35s	11.9s	43.0%	263.1 MB	915.5 MB	265.5 MB	211.4 MB
9	a1/0bdcd9	17663904	nwb_units (nwb-units)	COMPLETED	0	2026-07-11 02:37:30.319	1m 5s	31.1s	30.9%	813.3 MB	1.5 GB	185.9 MB	244 MB
10	3d/f35743	17663906	quality_control (quality-control)	COMPLETED	0	2026-07-11 02:37:30.416	2m 5s	1m 27s	74.0%	1.1 GB	3.8 GB	3.4 GB	6.7 MB
11	fa/59146d	17664049	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-11 02:39:35.270	34.8s	1.4s	40.3%	50.5 MB	370.9 MB	11.4 MB	3.4 MB
