task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	a6/a9d61a	17671712	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-11 04:19:01.326	3m 9s	6.8s	70.5%	257.3 MB	594.5 MB	19.8 MB	966.2 KB
2	b5/b1cfd6	17671832	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-11 04:22:11.126	3m 35s	2m 41s	1198.7%	15.1 GB	53.3 GB	84 GB	460 MB
3	5b/08b79a	17671833	preprocessing (preprocessing)	COMPLETED	0	2026-07-11 04:22:11.269	6m 39s	5m 50s	532.3%	49.8 GB	100.6 GB	84.7 GB	49.1 GB
4	b2/7441b9	17672298	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-11 04:28:50.904	11m 5s	8m 26s	427.1%	19.1 GB	48.3 GB	87.9 MB	86.6 MB
5	0e/9794f6	17673125	postprocessing (postprocessing)	COMPLETED	0	2026-07-11 04:39:55.922	7m 5s	6m 1s	731.8%	81.1 GB	135.9 GB	1.7 GB	2 GB
6	dd/0344e3	17673689	curation (curation)	COMPLETED	0	2026-07-11 04:47:00.906	1m 5s	13.5s	56.4%	3.5 GB	4.6 GB	376.2 MB	317.1 KB
7	20/a47007	17673733	visualization (visualization)	COMPLETED	0	2026-07-11 04:48:06.011	4m 5s	2m 47s	82.1%	5.5 GB	30.5 GB	7.3 GB	163.5 MB
8	7d/7fc668	17674253	results_collector (result-collector)	COMPLETED	0	2026-07-11 04:52:10.949	1m 5s	22s	23.9%	252.1 MB	904.6 MB	327.2 MB	275 MB
10	af/de1cc0	17674327	nwb_units (nwb-units)	COMPLETED	0	2026-07-11 04:53:16.089	1m 5s	20s	69.7%	884.7 MB	1.6 GB	206.2 MB	303.2 MB
9	5d/6b64dd	17674325	quality_control (quality-control)	COMPLETED	0	2026-07-11 04:53:15.985	2m 35s	1m 22s	81.2%	1.1 GB	4 GB	4 GB	7.5 MB
11	fb/e973b2	17674636	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-11 04:55:50.908	1m 30s	1.1s	68.7%	50.4 MB	370.9 MB	12.2 MB	4.2 MB
