task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	dd/c86d47	16362679	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-23 06:02:18.157	1m 9s	9.5s	14.7%	68.9 MB	393.6 MB	19.7 MB	726.3 KB
3	b7/0e8190	16362766	preprocessing (preprocessing)	COMPLETED	0	2026-06-23 06:03:27.828	15m 5s	8m 21s	1204.7%	15.4 GB	65.3 GB	104.9 GB	56.9 GB
2	1e/eabdbb	16362767	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-23 06:03:27.919	20m 5s	5m 3s	1323.7%	11.2 GB	49.3 GB	197.2 GB	774.8 MB
4	c2/06214f	16363497	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-23 06:18:32.697	8h 5m 35s	1h 3m 53s	206.1%	63.7 GB	85.6 GB	449.6 MB	3.1 GB
5	fe/2195c3	16396443	postprocessing (postprocessing)	COMPLETED	0	2026-06-23 14:24:08.334	26m 35s	24m 37s	924.6%	190.2 GB	296.6 GB	10.7 GB	13.4 GB
6	0a/2d5a4c	16398087	curation (curation)	COMPLETED	0	2026-06-23 14:50:43.324	4m 5s	3m 31s	15.4%	9.7 GB	11 GB	1.9 GB	307.9 KB
7	2d/c6ffcb	16398317	visualization (visualization)	COMPLETED	0	2026-06-23 14:54:48.352	9m 40s	7m 37s	50.9%	15.6 GB	36.5 GB	6.5 GB	573.5 MB
8	a9/a2e2ba	16399223	results_collector (result-collector)	COMPLETED	0	2026-06-23 15:04:28.354	14m 5s	4m 6s	12.0%	1.8 GB	2.8 GB	2.4 GB	2.6 GB
10	38/17c150	16400468	nwb_units (nwb-units)	COMPLETED	0	2026-06-23 15:18:33.473	24m 25s	3m 10s	36.4%	4.5 GB	5.3 GB	280.9 MB	971.8 MB
9	60/b13582	16400467	quality_control (quality-control)	COMPLETED	0	2026-06-23 15:18:33.379	2h 21m 20s	3m 35s	27.7%	3.3 GB	6.1 GB	2.5 GB	11.7 MB
11	cf/7099d8	16412814	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-23 17:39:53.622	2m 35s	5.4s	9.0%	47.9 MB	368.2 MB	16.5 MB	8.5 MB
