task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	55/d28c90	16324664	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-22 19:34:02.249	1m 9s	2.3s	66.8%	81.5 MB	408.2 MB	19.8 MB	953.9 KB
2	91/7f6a67	16325110	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-22 19:35:11.938	27m 40s	8m 23s	546.6%	16.8 GB	54.9 GB	111.8 GB	703.1 MB
3	04/98f8a8	16325109	preprocessing (preprocessing)	COMPLETED	0	2026-06-22 19:35:11.750	1h 1m 5s	20m 11s	179.3%	48 GB	98.3 GB	99.1 GB	62.4 GB
4	28/26305b	16329878	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-22 20:36:16.734	1h 25m 50s	1h 24m 23s	248.2%	34 GB	62.7 GB	138.9 MB	601.9 MB
5	91/3c8662	16335008	postprocessing (postprocessing)	COMPLETED	0	2026-06-22 22:02:06.873	14m 5s	10m 53s	471.2%	159 GB	211.8 GB	2.9 GB	4.3 GB
6	da/ad639d	16335613	curation (curation)	COMPLETED	0	2026-06-22 22:16:11.857	5m 5s	2m 53s	7.2%	3.4 GB	4.7 GB	568.1 MB	303.9 KB
7	ec/40356f	16335758	visualization (visualization)	COMPLETED	0	2026-06-22 22:21:16.948	10m 5s	7m 35s	38.9%	10 GB	44.4 GB	7.1 GB	282.2 MB
8	14/df59a6	16335986	results_collector (result-collector)	COMPLETED	0	2026-06-22 22:31:21.917	4m 5s	2m 12s	6.2%	461.5 MB	1.3 GB	549.3 MB	518.4 MB
10	ea/e53aed	16336077	quality_control (quality-control)	COMPLETED	0	2026-06-22 22:35:26.916	2m 45s	2m 6s	60.3%	3.4 GB	6.3 GB	3.9 GB	7.2 MB
9	07/99289c	16336078	nwb_units (nwb-units)	COMPLETED	0	2026-06-22 22:35:27.008	2m 45s	1m 24s	62.1%	4.4 GB	5.3 GB	265.1 MB	1.2 GB
11	4c/320b3a	16336166	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-22 22:38:11.861	1m 35s	6.7s	12.4%	50.4 MB	370.9 MB	12 MB	4.1 MB
