task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	67/172853	17258399	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-05 21:45:58.941	1m 9s	2s	71.0%	51.6 MB	370 MB	19.4 MB	606.3 KB
2	13/d8de81	17258499	preprocessing (preprocessing)	COMPLETED	0	2026-07-05 21:47:08.743	1m 9s	15.4s	34.1%	242 MB	438.1 MB	405.4 MB	729.3 KB
3	ba/c0ef65	17258498	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-05 21:47:08.658	2m 35s	1m 18s	1240.5%	7.9 GB	45.9 GB	4.7 GB	85.6 MB
4	7e/62e80e	17258544	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-05 21:48:18.381	2m 5s	1.8s	187.4%	61.5 MB	1.1 GB	20.7 MB	243.4 KB
5	ba/57cab1	17258663	postprocessing (postprocessing)	COMPLETED	0	2026-07-05 21:50:23.366	34.9s	1.5s	34.7%	94.1 MB	283.4 MB	18.5 MB	375.5 KB
6	d5/4e5066	17258669	curation (curation)	COMPLETED	0	2026-07-05 21:50:58.389	1m 35s	2.6s	45.4%	173.1 MB	600.8 MB	29.6 MB	305.1 KB
7	99/82f221	17258786	visualization (visualization)	COMPLETED	0	2026-07-05 21:52:33.392	1m 5s	35s	41.6%	2.1 GB	23.8 GB	447.7 MB	2.3 MB
8	7a/289d7c	17258876	results_collector (result-collector)	COMPLETED	0	2026-07-05 21:53:38.374	34.9s	6.3s	22.9%	129.3 MB	464.7 MB	26.4 MB	1.5 MB
9	44/f6cd06	17258897	quality_control (quality-control)	COMPLETED	0	2026-07-05 21:54:13.458	1m 5s	8.7s	97.5%	732.1 MB	3.1 GB	428.8 MB	4 MB
10	55/8c7226	17258898	nwb_units (nwb-units)	COMPLETED	0	2026-07-05 21:54:13.569	1m 5s	7.1s	22.0%	179.5 MB	583.4 MB	59.7 MB	30.1 MB
11	9c/72e26b	17258967	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-05 21:55:18.389	34.8s	1.2s	50.9%	50.4 MB	370.9 MB	8.7 MB	798.7 KB
