task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	96/5fc077	16337929	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-22 23:26:02.556	3m 9s	10.1s	22.6%	75.3 MB	402.8 MB	19.5 MB	646.9 KB
3	00/586c00	16338093	preprocessing (preprocessing)	COMPLETED	0	2026-06-22 23:29:12.263	3m 35s	40.7s	32.9%	447.1 MB	660 MB	2 GB	957.3 KB
4	8f/5cd186	16338270	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-22 23:32:47.092	2m 35s	1.7s	208.2%	90.9 MB	1.3 GB	20.7 MB	236.7 KB
2	db/eb1db3	16338094	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-22 23:29:12.386	8m 5s	1m 49s	886.8%	5.3 GB	43.3 GB	108.7 GB	228.7 MB
5	8f/94d1b4	16338456	postprocessing (postprocessing)	COMPLETED	0	2026-06-22 23:35:22.161	12m 35s	19s	3.1%	95.9 MB	283.4 MB	18.5 MB	339.4 KB
6	87/edad41	16339019	curation (curation)	COMPLETED	0	2026-06-22 23:47:57.127	2m 40s	2.3s	50.2%	174.4 MB	601.2 MB	29.6 MB	278.6 KB
7	fc/9d8f64	16339134	visualization (visualization)	COMPLETED	0	2026-06-22 23:50:37.121	4m 10s	46.2s	35.6%	1.7 GB	19 GB	1.3 GB	7.4 MB
8	53/cfe16d	16339341	results_collector (result-collector)	COMPLETED	0	2026-06-22 23:54:47.129	2m 35s	2.5s	53.4%	133.4 MB	467.8 MB	26.9 MB	1.9 MB
9	7f/3f1d20	16339438	nwb_units (nwb-units)	COMPLETED	0	2026-06-22 23:57:22.331	5m 35s	5.2s	26.4%	180.3 MB	1.5 GB	104.9 MB	75.1 MB
10	16/6a8cef	16339437	quality_control (quality-control)	COMPLETED	0	2026-06-22 23:57:22.247	5m 45s	15.3s	66.2%	633.4 MB	3 GB	889.9 MB	4.6 MB
11	22/e2e5fc	16339771	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-23 00:03:07.140	3m 25s	8.3s	7.0%	48 MB	368.2 MB	9.4 MB	1.5 MB
