task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	82/485c50	16169466	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-21 02:16:31.196	1m 9s	5.8s	38.4%	70.6 MB	401.5 MB	19.8 MB	929.3 KB
2	ba/3d0afb	16169497	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-21 02:17:40.993	4m 10s	1m 33s	1030.5%	15.2 GB	53.3 GB	31.4 GB	234.9 MB
3	14/e04be8	16169499	preprocessing (preprocessing)	COMPLETED	0	2026-06-21 02:17:41.133	13m 10s	3m 47s	370.0%	66.4 GB	117.2 GB	68.5 GB	56.4 GB
4	69/1d949a	16170029	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-21 02:30:50.941	8m 5s	6m 47s	128.0%	12.3 GB	45.8 GB	89.6 MB	73.7 MB
5	90/670319	16170380	postprocessing (postprocessing)	COMPLETED	0	2026-06-21 02:38:55.835	3m 5s	2m 3s	411.2%	77.6 GB	127 GB	741.1 MB	943.7 MB
6	ef/b9f0bf	16170575	curation (curation)	COMPLETED	0	2026-06-21 02:42:00.807	1m 5s	36.8s	17.8%	2.5 GB	3.6 GB	267.4 MB	290.7 KB
7	99/933db2	16170608	visualization (visualization)	COMPLETED	0	2026-06-21 02:43:05.786	5m 5s	2m 35s	74.2%	4.3 GB	41.4 GB	5.8 GB	144.3 MB
8	67/0719c7	16170860	results_collector (result-collector)	COMPLETED	0	2026-06-21 02:48:10.849	34.8s	11.1s	45.1%	248.9 MB	900.2 MB	164 MB	107.7 MB
9	c9/4dc5c4	16170928	nwb_units (nwb-units)	COMPLETED	0	2026-06-21 02:48:45.861	1m 40s	15.2s	70.6%	967.9 MB	1.7 GB	133.7 MB	235 MB
10	bb/e86b34	16170929	quality_control (quality-control)	COMPLETED	0	2026-06-21 02:48:45.960	3m 15s	1m 28s	70.8%	1.1 GB	3.9 GB	3.3 GB	6.5 MB
11	41/2fe3b8	16171176	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-21 02:52:00.796	2m 30s	1.1s	63.1%	50.4 MB	370.9 MB	11.3 MB	3.3 MB
