task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	32/be62d2	17729203	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-11 21:35:06.763	1m 10s	3.5s	37.8%	487.4 MB	813.9 MB	19.7 MB	769.2 KB
3	25/f2d0f2	17729271	preprocessing (preprocessing)	COMPLETED	0	2026-07-11 21:36:16.665	6m 5s	5m 31s	891.8%	26.5 GB	64.4 GB	40.2 GB	16 GB
2	43/d7ab66	17729272	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-11 21:36:16.781	6m 9s	5m 54s	1435.5%	50.4 GB	88.5 GB	39.6 GB	193.6 MB
4	3b/4d5e1e	17729575	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-11 21:42:21.429	5m 5s	4m 26s	138.1%	14.1 GB	42.9 GB	78.2 MB	49.1 MB
5	25/f04f47	17729745	postprocessing (postprocessing)	COMPLETED	0	2026-07-11 21:47:26.392	3m 5s	1m 36s	432.5%	21.9 GB	64.2 GB	706 MB	861.8 MB
6	ea/907979	17729887	curation (curation)	COMPLETED	0	2026-07-11 21:50:31.397	1m 35s	18s	34.4%	1 GB	2.2 GB	281.6 MB	316.4 KB
7	c2/7df769	17730336	visualization (visualization)	COMPLETED	0	2026-07-11 21:52:06.365	7m 45s	5m 23s	77.9%	3.8 GB	20.9 GB	6.4 GB	91.2 MB
8	33/4a63ad	17730846	results_collector (result-collector)	COMPLETED	0	2026-07-11 21:59:51.434	34.8s	12.3s	31.1%	224.5 MB	878.8 MB	222.3 MB	176.1 MB
10	ea/54810a	17730868	nwb_units (nwb-units)	COMPLETED	0	2026-07-11 22:00:26.531	1m 5s	12.2s	49.8%	651 MB	1.3 GB	103 MB	150.9 MB
9	1f/aac34d	17730869	quality_control (quality-control)	COMPLETED	0	2026-07-11 22:00:26.630	3m 10s	1m 45s	67.1%	1.8 GB	4.1 GB	3.4 GB	7.9 MB
11	29/18702f	17731084	quality_control_collector (qc-collector)	COMPLETED	0	2026-07-11 22:03:36.395	34.9s	2.1s	38.8%	32 MB	347 MB	12.6 MB	4.7 MB
