task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	b0/116c0a	17262812	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-05 23:00:50.940	1m 9s	1.6s	122.9%	57.3 MB	376.8 MB	19.9 MB	961.1 KB
2	2b/e02d45	17262891	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-05 23:02:00.275	2m 5s	1m 12s	975.3%	15.8 GB	54 GB	19.9 GB	154.9 MB
3	49/53abfb	17262893	preprocessing (preprocessing)	COMPLETED	0	2026-07-05 23:02:00.389	6m 5s	4m 53s	406.2%	92 GB	143 GB	84.2 GB	73.6 GB
4	e1/7e6e26	17263291	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-05 23:08:05.295	6m 5s	3m 43s	325.6%	7.9 GB	46.4 GB	90.2 MB	104.8 MB
5	e0/243d94	17263687	postprocessing (postprocessing)	COMPLETED	0	2026-07-05 23:14:10.079	3m 5s	1m 44s	346.4%	103.1 GB	149.6 GB	290.5 MB	630.5 MB
6	0a/211fa4	17263892	curation (curation)	COMPLETED	0	2026-07-05 23:17:15.098	2m 5s	42.5s	44.5%	1.9 GB	3 GB	284.1 MB	319.5 KB
7	03/a3825d	17264037	visualization (visualization)	COMPLETED	0	2026-07-05 23:19:20.425	4m 5s	2m 43s	82.5%	4.5 GB	29.4 GB	5.8 GB	157 MB
8	5d/2fa11c	17264296	results_collector (result-collector)	COMPLETED	0	2026-07-05 23:23:25.211	34.7s	12s	45.3%	249.9 MB	901.1 MB	204.7 MB	149.4 MB
9	58/103ce0	17264359	nwb_units (nwb-units)	COMPLETED	0	2026-07-05 23:24:00.269	1m 35s	23.7s	80.2%	1.5 GB	2.2 GB	113.9 MB	374.5 MB
10	d3/7ef14c	17264358	quality_control (quality-control)	FAILED	1	2026-07-05 23:24:00.170	2m 5s	30s	-	-	-	-	-
