task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	d9/dbc465	16170794	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-21 02:46:31.551	59.4s	2s	74.6%	59.2 MB	378.6 MB	20 MB	1.1 MB
2	88/cf01b4	16170848	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-21 02:47:31.357	3m 15s	2m 56s	1270.6%	16 GB	54.1 GB	91.2 GB	510 MB
3	0f/ac7786	16170847	preprocessing (preprocessing)	COMPLETED	0	2026-06-21 02:47:31.267	8m 5s	6m 53s	480.2%	107.7 GB	158.8 GB	137 GB	100.5 GB
4	e6/0bfafd	16171372	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-21 02:55:36.224	13m 10s	11m 48s	511.3%	23.1 GB	50.7 GB	101.6 MB	202.5 MB
5	28/8c4b89	16172192	postprocessing (postprocessing)	COMPLETED	0	2026-06-21 03:08:46.206	6m 15s	5m 53s	851.4%	161.7 GB	233.9 GB	2.1 GB	2.9 GB
6	d8/1f7ec4	16172723	curation (curation)	COMPLETED	0	2026-06-21 03:15:01.204	1m 5s	37s	40.1%	5.8 GB	7.1 GB	538 MB	290.7 KB
7	f0/2862a1	16172806	visualization (visualization)	COMPLETED	0	2026-06-21 03:16:06.233	4m 5s	3m 43s	68.8%	8 GB	45.5 GB	7.9 GB	213.9 MB
8	b7/6f553f	16173002	results_collector (result-collector)	COMPLETED	0	2026-06-21 03:20:11.284	2m 5s	1m 39s	7.5%	303.3 MB	970.4 MB	487.6 MB	436.7 MB
9	af/2d6116	16173103	nwb_units (nwb-units)	COMPLETED	0	2026-06-21 03:22:16.295	1m 5s	34.1s	65.7%	1.8 GB	2.7 GB	235.5 MB	528.5 MB
10	02/d67922	16173104	quality_control (quality-control)	COMPLETED	0	2026-06-21 03:22:16.397	2m 10s	1m 23s	82.9%	1.9 GB	4.7 GB	4.6 GB	7.1 MB
11	bf/572929	16173383	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-21 03:24:26.175	1m 35s	959ms	50.5%	7.2 MB	13.1 MB	11.9 MB	3.9 MB
