task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	ec/100d05	16355510	job_dispatch (job-dispatch)	COMPLETED	0	2026-06-23 03:48:21.987	1m 9s	1.7s	84.5%	52.1 MB	372.3 MB	19.8 MB	971.7 KB
2	97/752467	16355601	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-06-23 03:49:31.883	5m 4s	1m 7s	1022.8%	15.9 GB	54 GB	23.1 GB	182.7 MB
3	dc/21a80b	16355597	preprocessing (preprocessing)	COMPLETED	0	2026-06-23 03:49:31.755	6m 5s	4m 41s	300.4%	70.4 GB	120.8 GB	68.5 GB	58.1 GB
4	7c/50ffca	16355874	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-06-23 03:55:36.454	13m 5s	9m 18s	227.2%	10 GB	64 GB	107.4 MB	211.1 MB
5	5a/1b7687	16356915	postprocessing (postprocessing)	COMPLETED	0	2026-06-23 04:08:41.476	1h 47m	4m 11s	617.6%	95 GB	145.7 GB	2 GB	2.6 GB
6	e9/8d7764	16362294	curation (curation)	COMPLETED	0	2026-06-23 05:55:41.744	2m 5s	1m 11s	13.4%	3.4 GB	4.7 GB	423.7 MB	294.4 KB
7	94/7e8c77	16362375	visualization (visualization)	COMPLETED	0	2026-06-23 05:57:46.642	4m	3m 14s	76.3%	6.2 GB	40.4 GB	6.6 GB	212.9 MB
8	8d/8ae4e8	16362619	results_collector (result-collector)	COMPLETED	0	2026-06-23 06:01:46.666	1m 5s	16s	35.4%	291.2 MB	942.6 MB	334.3 MB	281.8 MB
10	5f/5e799f	16362735	nwb_units (nwb-units)	COMPLETED	0	2026-06-23 06:02:51.710	3m 5s	56s	45.0%	2.1 GB	3 GB	134.5 MB	495.5 MB
9	d5/c719c3	16362736	quality_control (quality-control)	COMPLETED	0	2026-06-23 06:02:51.815	6m 10s	1m 47s	70.1%	2.1 GB	5 GB	3.2 GB	6.6 MB
11	1d/5bc088	16362968	quality_control_collector (qc-collector)	COMPLETED	0	2026-06-23 06:09:01.632	34.9s	3.7s	20.7%	50.5 MB	370.9 MB	11.5 MB	3.5 MB
