task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	8d/83cb24	17637392	job_dispatch (job-dispatch)	COMPLETED	0	2026-07-10 20:02:49.211	2m 34s	14.7s	11.1%	58.9 MB	378.6 MB	19.9 MB	1001.4 KB
2	d6/232d8d	17637528	nwb_ecephys (nwb-ecephys)	COMPLETED	0	2026-07-10 20:05:23.499	3m 5s	1m 38s	675.0%	15.8 GB	54.1 GB	20.2 GB	155.4 MB
3	40/038956	17637529	preprocessing (preprocessing)	COMPLETED	0	2026-07-10 20:05:23.592	9m 10s	7m 28s	384.9%	136.6 GB	187.9 GB	120.6 GB	109.9 GB
4	01/a50b9e	17638136	spikesort_kilosort4 (spikesort-kilosort4)	COMPLETED	0	2026-07-10 20:14:33.940	10m 34s	7m 27s	165.7%	7.9 GB	55 GB	96.2 MB	168.7 MB
5	c3/febe19	17638719	postprocessing (postprocessing)	COMPLETED	0	2026-07-10 20:25:08.421	4m 10s	3m 11s	288.6%	150.6 GB	200.3 GB	257.7 MB	889 MB
6	22/107518	17638987	curation (curation)	COMPLETED	0	2026-07-10 20:29:18.401	1m 35s	1m 7s	16.3%	2.5 GB	3.7 GB	266 MB	324.2 KB
7	7c/c026d6	17639118	visualization (visualization)	COMPLETED	0	2026-07-10 20:30:53.380	6m 5s	4m 48s	47.1%	6.2 GB	43.2 GB	6.2 GB	166.6 MB
8	e6/9c6170	17639528	results_collector (result-collector)	COMPLETED	0	2026-07-10 20:36:58.396	2m 5s	57.3s	10.6%	259.9 MB	911.4 MB	251.4 MB	197 MB
9	08/6a3185	17639612	nwb_units (nwb-units)	COMPLETED	0	2026-07-10 20:39:03.572	2m 5s	1m 19s	39.8%	2.6 GB	3.4 GB	116.1 MB	658.7 MB
10	38/80bc3e	17639613	quality_control (quality-control)	FAILED	1	2026-07-10 20:39:03.667	2m 10s	1m 35s	-	-	-	-	-
